,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,Unnamed: 0,ac_emission,computer_emission,cooking_emission,freezing_emission,heating_emission,laundry_emission,lighting_emission,television_emission,vehicle_emission,waterheating_emission,percapita_ac_emission,percapita_computer_emission,percapita_cooking_emission,percapita_freezing_emission,percapita_heating_emission,percapita_laundry_emission,percapita_lighting_emission,percapita_television_emission,percapita_vehicle_emission,percapita_waterheating_emission,TotalHouseholdEmission,percapita_HouseholdEmission
2279,10668,51.28571429,1,7,32400,20000,0,3,2,1,0,2,1,2.5,5.5,999999.0,999999,1,2,0,4,0,0,6,2,6,6,3,5,7,1,4,2,3,0,2,2,999999,3,999999,2,2,7,0,0,0,0,0,0,0,0,1,0,2,1,0,4628.571429,2857.142857,2279,0.0,14.762748,215.79285,29.71772507,910.8,4.47356,35.78848,0.0,0.0,210.0390976,0.0,2.108964,30.82755,4.245389295714285,130.1142857142857,0.63908,5.11264,0.0,0.0,30.00558537142857,1421.3744606699997,203.05349438142852
2280,10670,41.2,1,5,5000,10000,1,3,1,1,0,1,1,999999.0,999999.0,2.5,999999,1,0,0,5,0,0,6,6,6,6,4,7,7,2,4,3,1,3,999999,999999,3,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1000.0,2000.0,2280,0.0,57.373407,241.802015,14.85886253,1184.5,3.131492,4.026204,20.13102,0.0,234.0435659,0.0,11.4746814,48.360403000000005,2.9717725059999998,236.9,0.6262984,0.8052408,4.026204,0.0,46.80871318,1759.8665664300001,351.973313286
2281,10674,42.66666667,0,3,40000,20000,0,3,3,1,0,1,1,999999.0,999999.0,5.5,999999,0,0,0,6,0,0,6,6,6,6,5,7,7,1,4,2,3,3,999999,999999,3,999999,999999,999999,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13333.33333,6666.666667,2281,0.0,16.104816,78.13302315,0.0,1069.5,7.455933333,8.8576488,80.52408,0.0,0.0,0.0,5.368272,26.04434105,0.0,356.5,2.485311111,2.9525495999999998,26.841359999999998,0.0,0.0,1260.575501283,420.191833761
2282,10675,34.0,1,5,10000,9999998,1,3,1,1,0,1,0,2.5,999999.0,0.0,999999,0,1,0,5,1,0,5,6,6,6,6,8,7,2,4,4,2,999999,2,999999,999999,999999,999999,999999,0,7,0,0,0,0,0,0,0,0,1,2,1,1,1,2000.0,1999999.6,2282,0.0,0.0,167.574225,10.13369425,1184.5,5.368272,11.1839,33.5517,0.0,0.0,0.0,0.0,33.514845,2.02673885,236.9,1.0736544000000001,2.23678,6.7103399999999995,0.0,0.0,1412.31179125,282.46235824999997
2283,10679,38.0,0,5,9999999,15000,0,3,1,1,0,1,0,999999.0,999999.0,8.5,999999,1,0,0,7,2,0,6,6,6,6,4,7,7,3,3,2,3,999999,999999,999999,1,999999,999999,3,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1999999.8,3000.0,2283,0.0,0.0,99.8163075,9.862927027,718.75,10.67733333,4.5630312,60.39306,0.0,147.0273683,0.0,0.0,19.963261499999998,1.9725854053999998,143.75,2.135466666,0.91260624,12.078612,0.0,29.405473660000002,1051.0900273569998,210.21800547139998
2284,10680,28.2,0,5,9999,30000,1,3,1,1,0,1,1,2.5,999999.0,2.5,999999,1,0,1,5,1,0,6,6,6,6,4,7,7,2,4,2,2,0,2,999999,2,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,1,0,0,1,1999.8,6000.0,2284,0.0,14.762748,125.818875,12.76378792,1184.5,2.23678,13.42068,44.7356,1655.6625,83.87925,0.0,2.9525496,25.163775,2.552757584,236.9,0.447356,2.684136,8.94712,331.1325,16.77585,3137.78022092,627.556044184
2285,10682,26.75,0,4,30000,19700,1,3,2,1,0,1,0,999999.0,999999.0,2.5,999999,0,0,0,7,0,1,5,5,6,6,8,8,7,2,1,2,2,999999,999999,999999,3,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7500.0,4925.0,2285,0.0,0.0,276.7517025,3.626076113,646.875,2.982373333,4.026204,33.5517,0.0,0.0,0.0,0.0,69.187925625,0.90651902825,161.71875,0.74559333325,1.006551,8.387925,0.0,0.0,967.8130559460001,241.95326398650002
2286,10685,70.5,0,2,50000,13800,0,3,1,1,0,1,0,999999.0,999999.0,2.5,999999,0,1,0,5,4,0,6,6,6,6,4,7,7,1,3,1,2,999999,999999,999999,1,999999,999999,999999,4,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,6900.0,2286,0.0,0.0,199.017,11.44363989,1184.5,1.342068,1.342068,33.5517,0.0,0.0,0.0,0.0,99.5085,5.721819945,592.25,0.671034,0.671034,16.77585,0.0,0.0,1431.1964758899999,715.5982379449999
2287,10688,44.4,0,5,1300,9960,1,3,3,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,7,0,0,6,6,6,6,5,8,7,4,999999,999999,2,999999,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,260.0,1992.0,2287,0.0,0.0,422.314498667,0.0,718.75,0.0,4.920916,33.5517,0.0,0.0,0.0,0.0,84.46289973340001,0.0,143.75,0.0,0.9841832,6.7103399999999995,0.0,0.0,1179.537114667,235.9074229334
2288,10690,34.0,1,3,50000,6800,1,3,1,1,0,1,1,999999.0,999999.0,5.5,999999,1,1,0,6,0,0,6,5,6,5,6,8,2,1,3,2,3,3,999999,999999,2,2,999999,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16666.66667,2266.666667,2288,0.0,16.392402,16.7076,9.185478658,1581.93,0.63908,1.405976,17.25516,0.0,44.62648878,0.0,5.4641340000000005,5.5691999999999995,3.061826219333333,527.3100000000001,0.21302666666666667,0.4686586666666666,5.75172,0.0,14.87549626,1688.142185438,562.7140618126667
2289,10696,52.16666667,1,6,26000,4600,1,3,1,1,0,2,1,2.5,2.5,999999.0,999999,0,1,0,6,2,0,3,3,6,6,5,7,7,1,999999,2,0,1,1,1,999999,999999,999999,999999,0,7,0,0,0,0,0,0,0,0,1,0,2,1,0,4333.333333,766.6666667,2289,6.048984375,21.473088,30.765735,8.915317521,962.55,2.23678,13.42068,26.84136,0.0,0.0,1.0081640625,3.5788480000000003,5.1276225,1.4858862535000001,160.42499999999998,0.37279666666666667,2.23678,4.47356,0.0,0.0,1072.2519448959997,178.7086574826666
2290,10707,33.5,0,4,50000,35200,1,3,2,1,0,1,0,999999.0,999999.0,5.5,999999,0,1,0,4,1,0,6,6,6,6,6,8,7,1,3,1,1,999999,999999,999999,3,999999,999999,999999,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,12500.0,8800.0,2290,0.0,0.0,224.3321535,11.44363989,1454.75,3.35517,8.8576488,20.13102,0.0,0.0,0.0,0.0,56.083038375,2.8609099725,363.6875,0.8387925,2.2144122,5.032755,0.0,0.0,1722.8696321900002,430.71740804750004
2291,10709,51.0,1,12,30000,15800,0,3,2,1,0,1,0,999999.0,999999.0,2.5,1,1,1,0,4,0,0,6,6,6,6,4,5,7,1,2,2,1,999999,999999,999999,2,999999,2,1,1,7,0,0,0,0,0,0,0,0,1,0,5,1,0,2500.0,1316.666667,2291,0.0,0.0,261.933035,6.381893959,0.0,15.84385833,2.23678,26.84136,0.0,83.87925,0.0,0.0,21.827752916666668,0.5318244965833333,0.0,1.3203215275,0.18639833333333333,2.23678,0.0,6.9899375,397.11617728900006,33.093014774083336
2292,10713,42.0,0,6,9999998,9999998,0,3,1,1,0,1,0,5.5,999999.0,999999.0,999999,0,2,0,5,0,0,6,3,6,6,5,7,7,2,4,4,2,999999,2,999999,999999,999999,999999,999999,2,7,0,0,0,0,0,0,0,0,1,2,2,1,1,1666666.333,1666666.333,2292,0.0,0.0,331.695,12.76378792,1066.05,5.368272,24.60458,44.7356,0.0,0.0,0.0,0.0,55.2825,2.1272979866666666,177.67499999999998,0.8947120000000001,4.100763333333333,7.455933333333333,0.0,0.0,1485.2172399199999,247.53620665333332
2293,10720,35.33333333,1,3,80000,40000,0,3,2,1,0,1,0,2.5,999999.0,999999.0,999999,0,1,0,5,0,0,6,6,6,6,5,6,7,1,4,2,3,999999,3,999999,999999,999999,999999,999999,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,26666.66667,13333.33333,2293,0.0,0.0,239.9896135,15.9547349,1184.5,7.455933333,20.13102,60.39306,0.0,0.0,0.0,0.0,79.99653783333333,5.318244966666667,394.8333333333333,2.485311111,6.7103399999999995,20.13102,0.0,0.0,1528.4243617330003,509.4747872443334
2294,10728,27.5,0,2,20000,9999998,1,3,2,1,0,1,0,999999.0,999999.0,2.5,999999,0,0,0,999999,1,0,6,6,6,6,2,4,7,2,2,2,1,999999,999999,999999,3,999999,999999,999999,999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10000.0,4999999.0,2294,0.0,0.0,405.48144,0.0,1437.5,2.982373333,4.026204,20.13102,0.0,0.0,0.0,0.0,202.74072,0.0,718.75,1.4911866665,2.013102,10.06551,0.0,0.0,1870.121037333,935.0605186665
2295,10730,38.42857143,1,7,70000,2000,1,3,2,1,0,1,1,999999.0,999999.0,2.5,999999,0,0,0,5,1,0,6,5,6,6,7,8,7,2,4,2,3,0,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,3,2,1,1,10000.0,285.7142857,2295,0.0,14.762748,128.3986795,19.14568188,1066.05,11.1839,2.23678,80.52408,0.0,0.0,0.0,2.108964,18.3426685,2.7350974114285718,152.29285714285714,1.5977,0.31954,11.50344,0.0,0.0,1322.3018693799997,188.90026705428568
2296,10737,52.0,0,2,24000,200,1,3,2,1,0,2,0,2.5,2.5,999999.0,1,1,1,0,4,1,0,6,6,6,6,8,8,7,2,999999,2,1,999999,1,0,999999,999999,1,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12000.0,100.0,2296,47.38371094,0.0,46.594464583,0.0,0.0,9.319916667,11.1839,135.32519,0.0,223.1324439,23.69185547,0.0,23.2972322915,0.0,0.0,4.6599583335,5.59195,67.662595,0.0,111.56622195,472.93962609,236.469813045
2297,10741,33.75,0,4,40000,25000,1,3,2,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,6,0,0,6,6,6,6,8,8,7,2,4,3,3,999999,999999,999999,2,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,10000.0,6250.0,2297,0.0,0.0,438.1943475,31.90946979,1069.5,7.82873,4.920916,60.39306,0.0,0.0,0.0,0.0,109.548586875,7.9773674475,267.375,1.9571825,1.230229,15.098265,0.0,0.0,1612.7465232900001,403.18663082250004
2298,10742,34.5,0,8,9999998,9999998,1,3,1,0,0,1,0,999999.0,2.5,2.5,999999,0,0,0,7,1,3,6,6,6,6,6,8,7,1,999999,999999,0,999999,999999,1,999999,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,2,2,1,1,1249999.75,1249999.75,2298,0.0,0.0,100.544535,0.0,718.75,0.0,6.71034,13.42068,0.0,0.0,0.0,0.0,12.568066875,0.0,89.84375,0.0,0.8387925,1.677585,0.0,0.0,839.4255549999999,104.92819437499999
2299,10755,29.66666667,0,3,70000,12500,1,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,1,0,5,0,0,6,6,6,6,4,5,7,2,1,2,2,999999,999999,999999,3,999999,999999,999999,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,23333.33333,4166.666667,2299,20.56654688,0.0,362.7030225,7.252152226,1184.5,2.23678,8.8576488,33.5517,0.0,0.0,6.855515626666667,0.0,120.90100749999999,2.417384075333333,394.8333333333333,0.7455933333333333,2.9525495999999998,11.1839,0.0,0.0,1619.667850406,539.8892834686667
2300,10756,79.0,0,1,1220,1110,1,3,2,0,0,1,0,999999.0,999999.0,999999.0,999999,0,0,0,2,1,0,6,6,6,5,7,8,7,2,999999,999999,0,999999,999999,999999,999999,999999,999999,999999,999999,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1220.0,1110.0,2300,0.0,0.0,603.96791,0.0,1639.44,0.0,0.0,13.42068,0.0,0.0,0.0,0.0,603.96791,0.0,1639.44,0.0,0.0,13.42068,0.0,0.0,2256.82859,2256.82859
2301,10757,22.33333333,1,3,40000,15400,1,3,2,1,0,1,0,5.5,999999.0,999999.0,999999,1,1,0,6,0,0,6,6,6,6,7,8,7,0,2,1,1,999999,0,999999,999999,999999,999999,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,13333.33333,5133.333333,2301,18.281375,0.0,159.061084,7.404708164,1069.5,1.342068,9.841832,20.13102,0.0,160.066159,6.093791666666667,0.0,53.020361333333334,2.4682360546666664,356.5,0.44735600000000003,3.2806106666666666,6.7103399999999995,0.0,53.355386333333335,1445.628246164,481.8760820546667
2302,10761,44.0,1,4,50000,19000,0,3,2,1,0,1,1,999999.0,999999.0,5.5,999999,1,1,0,5,0,0,6,6,6,6,4,7,7,2,4,1,2,1,999999,999999,3,999999,999999,2,3,2,0,0,0,0,0,0,1,0,0,1,1,1,1,12500.0,4750.0,2302,0.0,19.124469,41.112829337,14.85886253,1184.5,3.35517,8.8576488,44.7356,0.0,234.0435659,0.0,4.78111725,10.27820733425,3.7147156325,296.125,0.8387925,2.2144122,11.1839,0.0,58.510891475,1550.588145567,387.64703639175
2303,10763,25.4,1,5,5000,10000,1,3,1,1,0,0,0,999999.0,2.5,2.5,999999,0,0,0,5,1,0,6,6,6,6,8,8,7,1,999999,2,999999,999999,999999,1,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,2,0,0,1,1000.0,2000.0,2303,0.0,0.0,100.544535,0.0,1184.5,2.23678,8.052408,0.0,0.0,0.0,0.0,0.0,20.108907,0.0,236.9,0.447356,1.6104816,0.0,0.0,0.0,1295.333723,259.0667446
2304,10766,37.5,1,4,50000,38000,1,3,2,1,0,1,0,5.5,999999.0,999999.0,999999,0,0,0,6,2,0,6,5,5,5,6,8,7,0,4,4,2,999999,3,999999,999999,999999,999999,999999,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12500.0,9500.0,2304,0.0,0.0,227.1281285,12.76378792,606.4065,5.368272,44.288244,33.5517,0.0,0.0,0.0,0.0,56.782032125,3.19094698,151.601625,1.342068,11.072061,8.387925,0.0,0.0,929.5066324200001,232.37665810500002
2305,10768,29.875,0,8,100000,8700,1,3,1,1,0,1,0,999999.0,2.5,2.5,999999,0,0,0,5,1,0,6,5,6,6,7,8,7,3,2,2,1,999999,999999,1,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,3,2,1,1,12500.0,1087.5,2305,0.0,0.0,234.603915,7.977367449,1066.05,2.23678,8.052408,20.13102,0.0,0.0,0.0,0.0,29.325489375,0.997170931125,133.25625,0.2795975,1.006551,2.5163775,0.0,0.0,1339.051490449,167.381436306125
2306,10771,41.33333333,1,3,9999999,7000,1,3,2,1,0,1,1,999999.0,999999.0,8.5,999999,1,0,0,999999,0,0,6,6,6,6,7,8,7,2,4,2,3,1,999999,999999,0,999999,999999,1,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3333333.0,2333.333333,2306,0.0,5.368272,87.589775,31.90946979,1437.5,2.982373333,3.0420208,60.39306,0.0,234.0435659,0.0,1.7894240000000001,29.196591666666666,10.63648993,479.1666666666667,0.9941244443333334,1.0140069333333332,20.13102,0.0,78.01452196666666,1862.8285368230001,620.9428456076668
2307,10777,37.0,0,3,100000,40000,0,3,2,1,0,1,1,999999.0,999999.0,8.5,999999,1,2,0,999999,2,1,4,4,6,6,4,6,7,2,4,2,3,2,999999,999999,1,999999,999999,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.33333,13333.33333,2307,0.0,31.874115,434.000385,14.80941633,1293.75,2.23678,4.5630312,60.39306,0.0,156.1927107,0.0,10.624705,144.666795,4.9364721099999995,431.25,0.7455933333333333,1.5210104,20.13102,0.0,52.0642369,1997.8194982300001,665.9398327433333
2308,10778,61.25,1,4,4000,7000,0,3,3,1,0,1,0,2.5,999999.0,2.5,999999,1,1,0,5,1,0,6,6,6,6,5,7,7,1,1,2,1,999999,1,999999,1,999999,999999,2,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,1000.0,1750.0,2308,0.0,0.0,199.222205,0.0,1184.5,1.3979875,8.052408,40.26204,0.0,210.0390976,0.0,0.0,49.80555125,0.0,296.125,0.349496875,2.013102,10.06551,0.0,52.5097744,1643.4737381,410.868434525
2309,10780,43.75,0,4,6000,10000,0,3,1,1,0,1,0,999999.0,999999.0,5.5,1,0,1,0,3,0,0,6,6,6,6,3,4,7,2,1,3,2,999999,999999,999999,2,999999,1,999999,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1500.0,2500.0,2309,0.0,0.0,362.7030225,2.90086089,0.0,0.97859125,4.920916,33.5517,0.0,0.0,0.0,0.0,90.675755625,0.7252152225,0.0,0.2446478125,1.230229,8.387925,0.0,0.0,405.05509063999995,101.26377265999999
2310,10782,41.6,1,5,55000,29500,1,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,7,0,0,6,6,6,6,5,7,7,2,4,1,2,999999,999999,999999,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,11000.0,5900.0,2310,0.0,0.0,362.7030225,31.90946979,718.75,5.032755,2.9525496,33.5517,0.0,0.0,0.0,0.0,72.5406045,6.381893958,143.75,1.006551,0.59050992,6.7103399999999995,0.0,0.0,1154.89949689,230.97989937799997
2311,10789,37.25,1,4,30000,9999998,1,3,1,1,0,1,1,2.5,999999.0,2.5,999999,0,1,0,999999,0,0,6,6,6,6,5,8,7,1,4,4,1,2,2,999999,1,999999,999999,999999,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.0,2499999.5,2311,0.0,36.90687,199.017,12.76378792,1437.5,29.89653333,12.525968,20.13102,0.0,0.0,0.0,9.2267175,49.75425,3.19094698,359.375,7.4741333325,3.131492,5.032755,0.0,0.0,1748.74117925,437.1852948125
2312,10790,38.0,1,8,9999999,9999998,0,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,7,0,0,6,6,6,6,0,0,7,2,999999,4,1,999999,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1249999.875,1249999.75,2312,0.0,0.0,362.7030225,0.0,718.75,5.368272,4.920916,20.13102,0.0,0.0,0.0,0.0,45.3378778125,0.0,89.84375,0.671034,0.6151145,2.5163775,0.0,0.0,1111.8732304999999,138.98415381249998
2313,10791,24.75,0,4,50000,16200,1,3,2,0,0,1,0,2.5,999999.0,999999.0,999999,0,0,1,6,0,0,6,6,6,6,8,8,7,1,1,999999,1,999999,2,999999,999999,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,2,0,0,1,12500.0,4050.0,2313,0.0,0.0,425.61246,7.252152226,1069.5,0.0,11.1839,20.13102,662.265,0.0,0.0,0.0,106.403115,1.8130380565,267.375,0.0,2.795975,5.032755,165.56625,0.0,2195.944532226,548.9861330565
2314,10799,27.66666667,0,3,80000,44000,0,3,2,1,0,1,1,999999.0,999999.0,2.5,999999,1,1,0,6,2,1,6,6,6,6,7,8,7,4,4,1,2,1,999999,999999,2,999999,999999,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,26666.66667,14666.66667,2314,8.529067969,22.144122,385.3803135,31.90946979,1069.5,5.032755,2.23678,33.5517,0.0,234.0435659,2.8430226563333334,7.381374,128.4601045,10.63648993,356.5,1.6775849999999999,0.7455933333333333,11.1839,0.0,78.01452196666666,1792.327774159,597.4425913863333
2315,10802,33.0,1,4,40000,17500,1,3,3,1,0,1,1,999999.0,999999.0,5.5,999999,0,1,0,7,0,0,6,6,6,6,4,3,7,1,2,1,1,2,999999,999999,2,999999,999999,999999,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,10000.0,4375.0,2315,0.0,1.677585,65.98501,7.977367449,718.75,9.506315,4.920916,40.26204,0.0,0.0,0.0,0.41939625,16.4962525,1.99434186225,179.6875,2.37657875,1.230229,10.06551,0.0,0.0,849.079233449,212.26980836225
2316,10806,35.0,0,4,20000,11500,0,3,2,1,0,1,0,999999.0,999999.0,5.5,999999,1,0,0,5,3,0,6,4,6,6,5,6,7,2,1,2,3,999999,999999,999999,2,999999,999999,2,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,2875.0,2316,0.0,0.0,225.75007,7.252152226,1066.05,2.982373333,4.920916,60.39306,0.0,210.0390976,0.0,0.0,56.4375175,1.8130380565,266.5125,0.74559333325,1.230229,15.098265,0.0,52.5097744,1577.3876691589999,394.34691728974997
2317,10813,53.2,0,5,1120,5000,1,3,1,0,0,1,0,999999.0,2.5,2.5,999999,0,0,0,3,1,0,6,6,6,6,5,7,7,2,999999,999999,1,999999,999999,1,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,224.0,1000.0,2317,0.0,0.0,167.55375,0.0,1821.6,0.0,8.052408,40.26204,0.0,0.0,0.0,0.0,33.51075,0.0,364.32,0.0,1.6104816,8.052408,0.0,0.0,2037.468198,407.4936396
2318,10815,36.0,1,4,40000,10000,1,3,1,1,0,1,0,999999.0,2.5,5.5,999999,0,0,0,5,1,0,6,6,6,6,6,7,7,2,4,4,4,999999,999999,1,2,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,1,1,1,1,10000.0,2500.0,2318,0.0,0.0,362.7030225,31.90946979,1184.5,0.671034,11.631256,87.23442,0.0,0.0,0.0,0.0,90.675755625,7.9773674475,296.125,0.1677585,2.907814,21.808605,0.0,0.0,1678.6492022899997,419.66230057249993
2319,10816,14.0,0,3,30000,12000,1,3,2,1,0,1,0,999999.0,999999.0,8.5,999999,0,1,0,7,2,1,6,6,6,6,7,7,7,3,2,2,3,999999,999999,999999,2,999999,999999,999999,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,10000.0,4000.0,2319,0.0,0.0,264.5941935,6.381893959,718.75,2.23678,7.605052,80.52408,0.0,0.0,0.0,0.0,88.1980645,2.1272979863333332,239.58333333333334,0.7455933333333333,2.5350173333333332,26.841359999999998,0.0,0.0,1080.091999459,360.0306664863333
2320,10818,41.16666667,1,6,50000,4000,0,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,5,1,0,6,6,6,6,7,8,7,1,999999,2,3,999999,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,8333.333333,666.6666667,2320,0.0,0.0,30.19653,7.429431267,1184.5,0.69899375,4.920916,60.39306,0.0,0.0,0.0,0.0,5.032755,1.2382385445,197.41666666666666,0.11649895833333333,0.8201526666666666,10.06551,0.0,0.0,1288.1389310170002,214.68982183616671
2321,10821,57.5,0,2,20000,35000,1,3,1,1,0,1,0,999999.0,999999.0,2.5,999999,0,0,0,4,1,0,6,6,6,6,5,6,7,1,4,3,5,999999,999999,999999,1,999999,999999,999999,999999,6,0,0,0,1,0,0,0,0,0,0,2,1,0,10000.0,17500.0,2321,0.0,0.0,217.6218135,37.02354082,1454.75,3.131492,1.342068,107.36544,0.0,0.0,0.0,0.0,108.81090675,18.51177041,727.375,1.565746,0.671034,53.68272,0.0,0.0,1821.23435432,910.61717716
2322,10822,32.33333333,0,6,5000,9999998,1,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,6,1,0,6,4,6,6,6,8,7,2,1,5,3,999999,999999,999999,3,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,3,2,1,1,833.3333333,1666666.333,2322,0.0,0.0,167.574225,0.0,962.55,0.0,8.8576488,60.39306,0.0,0.0,0.0,0.0,27.929037500000003,0.0,160.42499999999998,0.0,1.4762747999999999,10.06551,0.0,0.0,1199.3749338000002,199.89582230000005
2323,10828,30.25,1,4,70000,24000,1,3,2,1,0,1,0,999999.0,999999.0,8.5,999999,0,0,0,7,0,0,6,6,6,6,8,8,7,3,999999,4,2,999999,999999,999999,2,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,17500.0,6000.0,2323,0.0,0.0,683.9306564999999,0.0,718.75,7.157696,7.605052,44.7356,0.0,0.0,0.0,0.0,170.98266412499999,0.0,179.6875,1.789424,1.901263,11.1839,0.0,0.0,1462.1790044999998,365.54475112499995
2324,10833,29.0,1,3,40000,30000,0,3,3,1,1,1,1,5.5,999999.0,5.5,999999,1,1,0,999999,0,0,6,5,6,6,4,6,7,1,4,2,2,3,3,999999,2,999999,999999,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,13333.33333,10000.0,2324,23.05730515,57.373407,213.55607,12.76378792,1293.75,8.574323332999999,49.20916,33.5517,0.0,163.8304961,7.6857683833333335,19.124469,71.18535666666666,4.254595973333333,431.25,2.858107777666666,16.403053333333332,11.1839,0.0,54.61016536666667,1855.666249503,618.555416501
2325,10836,47.6,1,5,9999998,30000,1,3,1,1,0,1,0,8.5,999999.0,999999.0,999999,1,0,0,7,0,0,5,5,6,6,4,7,7,2,4,2,2,999999,1,999999,999999,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1999999.6,6000.0,2325,0.0,0.0,125.818875,12.76378792,646.875,2.23678,22.815156,67.1034,0.0,83.87925,0.0,0.0,25.163775,2.552757584,129.375,0.447356,4.5630312,13.420679999999999,0.0,16.77585,961.49224892,192.29844978399998
2326,10842,42.16666667,0,6,100000,68500,1,3,2,1,0,1,2,999999.0,999999.0,2.5,999999,0,1,0,5,0,0,6,6,6,6,7,8,7,1,4,3,2,1,999999,999999,3,999999,999999,999999,2,7,0,0,0,0,0,0,0,0,1,1,2,1,1,16666.66667,11416.66667,2326,23.69185547,28.183428000000003,261.9264375,19.14568188,1184.5,15.65746,4.026204,33.5517,0.0,0.0,3.948642578333333,4.6972380000000005,43.65440625,3.19094698,197.41666666666666,2.609576666666667,0.671034,5.59195,0.0,0.0,1570.6827668499998,261.78046114166665
2327,10843,40.2,1,5,8000,2500,1,3,3,1,0,1,0,999999.0,2.5,999999.0,999999,0,0,0,6,1,0,6,6,6,6,8,8,7,1,3,3,1,999999,999999,2,999999,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1600.0,500.0,2327,0.0,0.0,156.44638858300002,14.79439054,1069.5,1.304788333,11.1839,40.26204,0.0,0.0,0.0,0.0,31.289277716600004,2.958878108,213.9,0.2609576666,2.23678,8.052408,0.0,0.0,1293.4915074560001,258.6983014912
