,NumVehicle_codes,TVtime_codes,IF_coupleA,Reno_WindowGlass_codes,IF_existChildren,WindowFrame_codes,GlassType_codes,IF_existElderly,SummerSunshine_codes,NumWaterHeater_list,Reno_OtherHeatInsu_codes,NumTV_list,gender_codes,NumAC_list,IF_single_elderly,IF_singleWithChildren,elderNumber,Weektime_list,percapita_HouseholdEmission,expenditure_percapita,IF_grandparentKids,IF_bigFamily,HouseAge_codes,NumCookingEquip_list,IF_coupleWithChildren,Cookingtime_codes,family_size,IF_couple_elderly,NumPC_list,childrenNumber,NumWashMach_list,IF_singleAE,demographicType,ages_mean,NumDryer_list,income_percapita,expenditure_list,WinterSunshine_codes,IF_singleA,income_list,Reno_WindowGap_codes,Reno_Wall_codes,cluster
2674,0,1.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,0,1,0,1,7,170.37570549999998,5000.0,0,0,2.0,2,0,2.0,1,0,0,0,0,1,5,75.0,0,0.0,5000.0,6.0,0,0,6.0,6.0,0
2675,0,1.0,0,6.0,1,1.0,0.0,0,5.0,1,6.0,1,1,0,0,0,0,7,109.979830405,9000.0,0,0,5.0,2,1,1.0,4,0,2,2,1,0,2,21.0,0,25000.0,36000.0,2.0,0,100000,6.0,6.0,1
2676,0,5.0,0,6.0,1,1.0,0.0,1,0.0,0,6.0,1,0,0,0,0,2,7,308.29255972000004,16166.66667,0,1,4.0,4,0,1.0,6,0,0,4,1,0,7,29.0,0,3333.333333,97000.0,1.0,0,20000,5.0,6.0,0
2677,0,3.0,0,6.0,1,2.0,0.0,0,5.0,0,6.0,1,0,0,0,0,0,7,428.6462377066666,13733.33333,0,0,6.0,2,1,2.0,3,0,1,1,0,0,2,30.66666667,0,13333.33333,41200.0,4.0,0,40000,6.0,6.0,0
2678,0,1.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,0,0,0,1,7,526.3159396713334,573.3333333,0,0,6.0,2,0,4.0,3,0,0,0,0,0,8,47.33333333,0,2666.666667,1720.0,8.0,0,8000,6.0,6.0,0
2679,0,3.0,0,6.0,1,1.0,3.0,1,7.0,0,6.0,1,0,0,0,0,2,7,704.5580716333334,1500.0,1,0,3.0,2,0,2.0,3,0,0,1,0,0,4,49.33333333,0,6666.666667,4500.0,4.0,0,20000,6.0,6.0,0
2680,0,1.0,0,5.0,1,1.0,0.0,1,5.0,1,6.0,1,0,1,0,0,1,7,738.2345231300001,9500.0,1,0,4.0,1,0,3.0,2,0,1,1,1,0,4,33.0,0,10000.0,19000.0,3.0,0,20000,5.0,6.0,0
2681,0,3.0,0,4.0,0,2.0,0.0,1,6.0,1,4.0,1,0,0,0,0,2,7,312.51801195,0.0,0,0,6.0,2,0,2.0,2,1,0,0,1,0,6,70.5,0,0.0,0.0,4.0,0,0,4.0,4.0,0
2683,0,1.0,0,6.0,0,1.0,3.0,1,5.0,1,6.0,1,1,0,0,0,2,7,673.9889844443334,2500.0,0,0,4.0,1,0,2.0,3,0,0,0,1,0,8,54.0,0,6666.666667,7500.0,4.0,0,20000,6.0,6.0,0
2685,0,2.0,0,6.0,1,0.0,1.0,0,4.0,0,6.0,1,0,1,0,0,0,7,743.2837705825001,9400.0,0,0,6.0,1,1,5.0,4,0,1,2,1,0,2,23.0,0,15000.0,37600.0,3.0,0,60000,6.0,6.0,0
2689,0,2.0,0,6.0,0,2.0,0.0,1,5.0,1,6.0,1,0,0,0,0,1,7,394.32037717,6666.666667,0,0,5.0,3,0,2.0,3,0,0,0,1,0,8,47.66666667,0,20000.0,20000.0,3.0,0,60000,6.0,3.0,0
2691,0,4.0,0,6.0,1,0.0,0.0,1,5.0,0,6.0,1,1,1,0,0,2,6,398.408702266,8000.0,0,1,6.0,2,0,4.0,5,0,1,1,1,0,7,44.2,0,30000.0,40000.0,4.0,0,150000,6.0,6.0,1
2692,0,1.0,0,6.0,1,0.0,0.0,1,5.0,0,6.0,1,0,0,0,0,1,7,366.5323874166666,7500.0,0,1,6.0,2,0,1.0,6,0,0,3,0,0,7,24.33333333,0,8333.333333,45000.0,4.0,0,50000,6.0,6.0,0
2693,0,3.0,0,6.0,0,1.0,3.0,1,7.0,0,6.0,1,1,0,0,0,3,7,91.77021663333332,2000.0,0,0,0.0,2,0,1.0,3,0,0,0,1,0,8,65.0,0,2333.333333,6000.0,5.0,0,7000,4.0,6.0,0
2694,0,0.0,0,6.0,0,0.0,0.0,0,8.0,1,5.0,1,1,0,0,0,0,7,334.891200884,6000.0,0,1,6.0,5,0,2.0,5,0,1,0,1,0,7,32.0,0,20000.0,30000.0,8.0,0,100000,6.0,6.0,0
2695,1,0.0,0,6.0,0,1.0,0.0,1,7.0,1,6.0,1,1,0,0,0,1,0,1134.4556174475,15000.0,0,0,5.0,5,0,1.0,4,0,1,0,1,0,8,41.0,0,25000.0,60000.0,2.0,0,100000,6.0,6.0,1
2697,0,2.0,0,6.0,1,0.0,0.0,1,6.0,0,6.0,1,1,0,0,0,2,7,802.1772330643334,3000.0,0,0,5.0,2,1,2.0,3,0,0,1,1,0,2,45.0,0,20000.0,9000.0,3.0,0,60000,6.0,6.0,0
2698,0,3.0,0,6.0,0,1.0,0.0,1,8.0,0,5.0,1,0,0,0,0,2,7,61.7535221828,1280.0,0,1,4.0,3,0,1.0,5,0,0,0,1,0,7,54.2,0,1400.0,6400.0,8.0,0,7000,6.0,6.0,0
2699,0,0.0,0,6.0,0,0.0,0.0,1,8.0,1,6.0,2,0,0,0,0,2,7,140.6887854825,17500.0,0,0,7.0,3,0,0.0,4,0,0,0,1,0,8,65.0,1,10000.0,70000.0,8.0,0,40000,6.0,6.0,0
2700,0,2.0,0,6.0,0,1.0,3.0,1,7.0,0,6.0,1,1,0,1,0,1,7,1656.29530812,7500.0,0,0,4.0,3,0,1.0,1,0,0,0,0,1,5,77.0,0,24000.0,7500.0,5.0,0,24000,6.0,6.0,1
2701,0,5.0,0,6.0,0,2.0,0.0,1,5.0,1,6.0,3,1,1,0,0,2,7,799.1508817549999,700.0,0,0,7.0,4,0,2.0,2,1,0,0,1,0,6,61.0,0,1000.0,1400.0,4.0,0,2000,6.0,6.0,0
2702,0,3.0,0,6.0,0,2.0,0.0,1,4.0,0,6.0,1,0,0,0,0,2,7,528.4020125825,6750.0,0,0,6.0,1,0,4.0,4,0,0,0,0,0,8,65.0,0,12500.0,27000.0,3.0,0,50000,6.0,6.0,0
2703,0,3.0,1,5.0,0,0.0,0.0,0,5.0,1,6.0,1,1,0,0,0,0,7,409.24324791,7000.0,0,0,4.0,1,0,1.0,2,0,1,0,1,0,1,49.5,0,15000.0,14000.0,0.0,0,30000,5.0,6.0,0
2704,0,2.0,0,3.0,0,1.0,0.0,0,5.0,1,6.0,1,1,0,0,0,0,7,579.7937819566667,2666.666667,0,0,5.0,3,0,1.0,3,0,1,0,0,0,9,42.33333333,0,10000.0,8000.0,3.0,0,30000,6.0,6.0,0
2705,0,3.0,0,6.0,1,1.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,635.9795253467502,13950.0,0,0,6.0,2,1,1.0,4,0,1,1,1,0,2,32.5,0,15000.0,55800.0,5.0,0,60000,6.0,6.0,0
2707,0,3.0,0,5.0,1,0.0,0.0,0,4.0,1,6.0,1,0,0,0,1,0,7,473.78196180666674,5000.0,0,0,7.0,3,0,2.0,3,0,1,2,1,0,3,15.66666667,0,16000.0,15000.0,3.0,0,48000,6.0,6.0,0
2709,0,3.0,0,6.0,0,1.0,3.0,0,7.0,0,6.0,1,1,0,0,0,0,1,375.832920105,3500.0,0,0,4.0,2,0,1.0,4,0,0,0,0,0,9,35.5,0,12500.0,14000.0,5.0,0,50000,6.0,6.0,0
2710,0,1.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,2235.0470467600003,20000.0,0,0,6.0,2,0,1.0,2,0,0,0,0,0,11,36.0,0,50000.0,40000.0,6.0,0,100000,6.0,6.0,1
2712,0,3.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,1,1,0,0,0,7,171.304084118,7000.0,0,1,6.0,4,0,2.0,5,0,1,0,1,0,7,39.0,0,14000.0,35000.0,6.0,0,70000,6.0,6.0,0
2714,0,3.0,0,6.0,0,1.0,3.0,1,5.0,0,6.0,1,0,0,0,0,2,7,532.00099828,750.0,0,0,3.0,2,0,1.0,4,0,0,0,1,0,8,44.0,0,675.0,3000.0,3.0,0,2700,6.0,6.0,0
2716,0,4.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,1,0,0,0,0,2,7,557.9330218224999,9845.0,0,0,2.0,2,0,4.0,4,0,0,0,0,0,8,53.5,0,10500.0,39380.0,5.0,0,42000,6.0,6.0,0
2717,0,2.0,0,6.0,1,1.0,0.0,0,8.0,1,6.0,1,0,0,0,0,0,7,973.755742155,10000.0,0,0,5.0,2,1,1.0,4,0,0,1,1,0,2,27.25,0,7500.0,40000.0,6.0,0,30000,6.0,6.0,0
2718,0,3.0,0,6.0,1,1.0,3.0,1,8.0,0,6.0,1,0,0,0,0,1,7,61.48813857528573,2142.857143,0,1,4.0,2,0,2.0,7,0,0,2,0,0,7,36.0,0,1428.571429,15000.0,7.0,0,10000,6.0,6.0,0
2719,1,2.0,0,6.0,0,1.0,0.0,1,6.0,0,6.0,2,1,0,0,0,2,7,768.38233209825,15000.0,0,0,5.0,6,0,1.0,4,0,1,0,1,0,8,50.25,0,30000.0,60000.0,3.0,0,120000,6.0,6.0,1
2721,0,4.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,0,0,0,0,2,7,545.8267039066667,933.3333333,0,0,4.0,3,0,2.0,3,0,0,0,1,0,8,50.66666667,0,1333.333333,2800.0,5.0,0,4000,6.0,6.0,0
2723,0,4.0,0,5.0,0,0.0,0.0,1,8.0,1,6.0,1,0,1,0,0,1,7,528.0008723766667,12666.66667,0,0,6.0,5,0,2.0,3,0,1,0,1,0,8,45.66666667,0,13333.33333,38000.0,6.0,0,40000,4.0,6.0,0
2724,0,2.0,0,6.0,0,0.0,1.0,1,5.0,0,6.0,1,1,0,0,0,2,6,318.10289930666664,7485.666667,0,0,7.0,2,0,2.0,3,0,0,0,0,0,8,61.0,0,6666.666667,22457.0,4.0,0,20000,6.0,6.0,0
2726,0,4.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,1,1,1,0,0,1,7,1076.3033924435,11500.0,0,0,4.0,3,0,4.0,2,0,0,0,1,0,10,56.0,0,8500.0,23000.0,5.0,0,17000,6.0,6.0,0
2728,1,1.0,0,6.0,1,0.0,1.0,0,8.0,1,6.0,1,1,0,0,0,0,7,1003.05140210075,11250.0,0,0,7.0,1,1,2.0,4,0,0,2,1,0,2,20.25,0,20000.0,45000.0,8.0,0,80000,6.0,6.0,0
2729,0,1.0,0,6.0,0,1.0,0.0,1,6.0,0,6.0,1,0,0,1,0,1,7,1724.9828118300002,6000.0,0,0,4.0,2,0,1.0,1,0,0,0,1,1,5,69.0,0,1200.0,6000.0,4.0,0,1200,6.0,6.0,0
2733,0,3.0,0,6.0,0,0.0,0.0,0,1.0,1,6.0,1,0,0,0,0,0,7,163.5292101225,3660.0,0,0,7.0,3,0,1.0,4,0,0,0,1,0,9,39.25,0,1750.0,14640.0,6.0,0,7000,6.0,6.0,0
2734,0,5.0,0,1.0,0,1.0,0.0,0,7.0,1,1.0,2,0,0,0,0,0,7,203.5390532225,3000.0,0,0,5.0,5,0,4.0,4,0,0,0,1,0,9,37.0,0,25000.0,12000.0,5.0,0,100000,1.0,1.0,1
2737,1,2.0,0,5.0,1,0.0,0.0,1,4.0,1,6.0,1,1,0,0,0,1,7,496.593054225,12500.0,0,0,5.0,2,1,3.0,4,0,1,1,1,0,2,40.75,0,17500.0,50000.0,2.0,0,70000,5.0,6.0,0
2738,0,0.0,0,6.0,1,0.0,0.0,1,5.0,0,6.0,1,0,0,0,0,2,7,113.24490428571428,1428.571429,0,1,7.0,3,0,1.0,7,0,0,3,0,0,7,30.85714286,0,5142.857143,10000.0,3.0,0,36000,5.0,6.0,0
2739,0,2.0,0,1.0,0,1.0,0.0,1,5.0,1,5.0,1,1,1,1,0,1,7,1353.1537281,30000.0,0,0,1.0,2,0,1.0,1,0,1,0,1,1,5,62.0,0,10000.0,30000.0,3.0,0,10000,5.0,5.0,0
2740,0,3.0,0,6.0,0,0.0,0.0,1,6.0,1,6.0,1,0,1,0,0,2,7,408.80752083075,4100.0,0,0,6.0,3,0,2.0,4,0,1,0,1,0,8,41.5,0,2500.0,16400.0,5.0,0,10000,6.0,6.0,0
2741,0,4.0,0,6.0,1,2.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,7,349.495517955,3500.0,0,0,6.0,2,1,1.0,4,0,0,2,1,0,2,27.25,0,3750.0,14000.0,8.0,0,15000,6.0,6.0,0
2742,1,3.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,0,0,0,0,0,7,2312.4774194076667,16666.66667,0,0,6.0,2,1,2.0,3,0,0,1,1,0,2,31.66666667,0,21666.66667,50000.0,7.0,0,65000,6.0,6.0,0
2743,0,2.0,0,6.0,0,0.0,0.0,1,7.0,1,6.0,1,0,0,0,0,1,7,1283.9205358765,6150.0,0,0,5.0,2,0,3.0,2,0,1,0,1,0,10,47.0,0,30000.0,12300.0,6.0,0,60000,6.0,6.0,1
2744,0,3.0,0,6.0,1,0.0,0.0,1,8.0,1,6.0,1,0,0,0,0,1,7,163.328720695,2500.0,0,0,7.0,2,1,1.0,4,0,0,2,1,0,2,33.25,0,1250.0,10000.0,6.0,0,5000,6.0,6.0,0
2747,0,5.0,0,3.0,1,0.0,0.0,1,8.0,0,1.0,1,0,0,0,0,1,7,80.85339794750001,1400.0,0,0,5.0,2,0,3.0,4,0,0,1,0,0,8,36.0,0,15000.0,5600.0,8.0,0,60000,6.0,6.0,0
2749,0,1.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,517.68773333,7500.0,0,0,6.0,3,1,1.0,3,0,0,1,1,0,2,21.0,0,16666.66667,22500.0,8.0,0,50000,6.0,6.0,0
2750,0,3.0,0,6.0,0,1.0,0.0,0,6.0,1,6.0,1,0,0,0,0,0,7,252.248213965,6800.0,0,0,5.0,2,0,2.0,2,0,1,0,1,0,11,45.5,0,20000.0,13600.0,4.0,0,40000,6.0,6.0,0
2751,0,5.0,0,6.0,1,1.0,0.0,1,2.0,1,6.0,1,0,0,0,0,1,7,473.0608915566666,5500.0,1,0,2.0,1,0,4.0,3,0,0,2,1,0,4,27.66666667,0,3600.0,16500.0,6.0,0,10800,6.0,6.0,0
2753,1,3.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,1,1,0,0,0,1,5,543.5621119642501,2550.0,0,0,6.0,1,0,2.0,4,0,0,0,1,0,8,61.5,0,7500.0,10200.0,5.0,0,30000,6.0,6.0,0
2754,0,1.0,0,6.0,0,1.0,0.0,0,5.0,0,6.0,1,0,0,0,0,0,5,1318.26441,12000.0,0,0,5.0,1,0,3.0,1,0,0,0,0,1,0,54.0,0,30000.0,12000.0,3.0,1,30000,6.0,6.0,1
2756,0,2.0,0,6.0,0,1.0,0.0,1,6.0,0,6.0,1,1,0,0,0,2,4,37.959779,10000.0,0,0,6.0,2,0,2.0,4,0,0,0,0,0,8,43.75,0,10000.0,40000.0,4.0,0,40000,6.0,6.0,0
2757,0,2.0,0,6.0,0,1.0,0.0,1,4.0,0,6.0,1,0,0,0,0,2,7,45.871667395,1450.0,0,0,2.0,1,0,2.0,2,1,0,0,1,0,6,63.0,0,5000.0,2900.0,7.0,0,10000,6.0,6.0,0
2759,0,0.0,0,6.0,1,1.0,0.0,0,6.0,0,6.0,1,0,0,0,0,0,7,33.1227149475,1250.0,0,0,6.0,1,1,1.0,4,0,0,1,0,0,2,32.5,0,5000.0,5000.0,4.0,0,20000,6.0,6.0,0
2761,0,3.0,0,6.0,0,1.0,0.0,1,8.0,0,0.0,1,1,0,0,0,2,7,45.375348255000006,5833.333333,0,1,4.0,2,0,3.0,6,0,0,0,0,0,7,38.33333333,0,500.0,35000.0,7.0,0,3000,6.0,6.0,0
2762,0,2.0,0,6.0,0,1.0,0.0,1,6.0,1,6.0,1,1,1,0,0,1,7,444.62070471,12250.0,0,0,5.0,1,0,2.0,2,1,0,0,1,0,6,58.5,0,35000.0,24500.0,4.0,0,70000,6.0,6.0,1
2765,0,2.0,1,4.0,0,1.0,0.0,0,8.0,1,6.0,2,1,0,0,0,0,6,831.728366365,12500.0,0,0,6.0,5,0,3.0,2,0,1,0,1,0,1,47.5,0,25000.0,25000.0,8.0,0,50000,6.0,6.0,1
2766,0,1.0,0,6.0,0,1.0,0.0,1,5.0,1,6.0,1,0,0,0,0,2,7,804.0659650050001,10000.0,0,0,6.0,2,0,1.0,2,1,0,0,1,0,6,80.5,0,12000.0,20000.0,4.0,0,24000,6.0,6.0,0
2767,1,3.0,0,5.0,0,0.0,0.0,0,5.0,2,6.0,2,0,4,0,0,0,7,2503.819800296667,27000.0,0,0,6.0,4,0,1.0,3,0,2,0,1,0,9,36.0,1,33333.33333,81000.0,4.0,0,100000,5.0,6.0,1
2771,0,5.0,0,4.0,1,1.0,0.0,1,8.0,1,4.0,1,0,0,0,0,1,7,384.330350518,1240.0,0,1,4.0,2,0,4.0,5,0,0,3,2,0,7,20.2,0,30000.0,6200.0,8.0,0,150000,6.0,4.0,1
2772,0,5.0,0,4.0,0,1.0,0.0,1,8.0,0,4.0,1,1,0,0,0,2,7,341.7326880333333,7666.666667,0,0,6.0,4,0,3.0,3,0,0,0,0,0,8,55.66666667,0,6000.0,23000.0,5.0,0,18000,4.0,4.0,0
2773,0,2.0,0,6.0,1,1.0,0.0,0,4.0,0,6.0,1,0,0,0,1,0,5,119.061073621,15000.0,0,0,5.0,1,0,2.0,3,0,0,2,1,0,3,21.66666667,0,16666.66667,45000.0,2.0,0,50000,6.0,6.0,0
2777,0,2.0,0,6.0,1,0.0,0.0,1,3.0,1,6.0,2,0,2,0,0,1,7,133.7519834,14833.33333,0,1,6.0,4,0,1.0,6,0,0,2,1,0,7,26.66666667,0,33333.33333,89000.0,2.0,0,200000,6.0,6.0,1
2778,1,2.0,0,6.0,1,0.0,0.0,0,7.0,2,6.0,1,1,0,0,0,0,7,1102.8047836866667,13333.33333,0,0,6.0,3,1,3.0,3,0,0,1,1,0,2,17.66666667,0,46666.66667,40000.0,5.0,0,140000,6.0,6.0,1
2780,0,3.0,0,4.0,0,1.0,1.0,0,6.0,1,4.0,1,1,2,0,0,0,7,495.9952660633334,6833.333333,0,0,6.0,2,0,2.0,3,0,1,0,1,0,9,35.0,0,10000.0,20500.0,5.0,0,30000,4.0,4.0,0
2781,0,2.0,0,6.0,1,1.0,0.0,1,8.0,0,6.0,1,0,0,0,0,1,7,348.607327,232.0,0,1,4.0,1,0,3.0,5,0,0,1,0,0,7,37.8,0,0.0,1160.0,8.0,0,0,6.0,6.0,0
2783,0,4.0,0,6.0,0,3.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,1620.353697587,22500.0,0,0,5.0,1,0,3.0,1,0,1,0,1,1,0,50.0,0,40000.0,22500.0,8.0,1,40000,6.0,6.0,1
2784,0,2.0,0,6.0,1,0.0,0.0,0,6.0,1,6.0,1,0,1,0,0,0,7,587.4900550409999,10333.33333,0,0,5.0,6,1,1.0,3,0,1,1,1,0,2,31.0,0,26666.66667,31000.0,4.0,0,80000,5.0,6.0,1
2785,0,4.0,0,6.0,0,2.0,0.0,1,8.0,1,6.0,1,0,1,0,0,2,7,358.5301980435,35000.0,0,0,5.0,1,0,2.0,2,1,1,0,1,0,6,66.5,0,32500.0,70000.0,7.0,0,65000,6.0,6.0,1
2786,0,0.0,0,6.0,1,1.0,3.0,1,7.0,0,6.0,1,1,0,0,0,2,7,315.0975972221667,3333.333333,0,1,2.0,2,0,2.0,6,0,0,1,1,0,7,38.5,0,3333.333333,20000.0,4.0,0,20000,6.0,6.0,0
2787,0,2.0,0,6.0,1,1.0,0.0,1,2.0,0,6.0,1,0,0,0,0,1,7,47.0043284145,1200.0,0,0,6.0,1,0,1.0,4,0,0,1,0,0,8,40.25,0,7500.0,4800.0,5.0,0,30000,6.0,6.0,0
2788,0,2.0,0,6.0,1,0.0,0.0,1,4.0,1,6.0,1,0,0,0,0,1,7,560.4097160163334,1500.0,1,0,6.0,3,0,2.0,3,0,0,1,1,0,4,37.33333333,0,2666.666667,4500.0,3.0,0,8000,6.0,6.0,0
2789,0,3.0,0,6.0,1,0.0,0.0,0,4.0,1,6.0,1,1,0,0,0,0,7,546.2613462333334,833.3333333,0,0,6.0,3,1,2.0,3,0,0,1,1,0,2,30.0,0,16666.66667,2500.0,3.0,0,50000,6.0,6.0,0
2792,0,2.0,0,6.0,0,0.0,1.0,1,4.0,1,6.0,1,1,1,0,0,1,5,1167.7075563745002,14500.0,0,0,3.0,3,0,1.0,2,0,1,0,1,0,10,44.0,0,30000.0,29000.0,2.0,0,60000,6.0,6.0,1
2800,0,2.0,1,4.0,0,1.0,0.0,0,1.0,1,6.0,1,0,2,0,0,0,7,1204.348601715,23590.0,0,0,1.0,3,0,2.0,2,0,1,0,1,0,1,50.0,0,35000.0,47180.0,0.0,0,70000,4.0,6.0,1
2810,0,2.0,0,6.0,0,0.0,0.0,1,8.0,1,6.0,1,1,3,0,0,1,7,464.5037289239999,12900.0,0,1,3.0,1,0,5.0,5,0,2,0,1,0,7,37.8,0,40000.0,64500.0,8.0,0,200000,6.0,6.0,1
2811,0,0.0,0,3.0,1,3.0,0.0,1,8.0,1,6.0,1,0,0,0,0,2,7,210.24747419625,1768.75,0,1,6.0,5,0,1.0,8,0,0,3,1,0,7,35.5,0,2250.0,14150.0,3.0,0,18000,3.0,6.0,0
2812,0,2.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,1,3,0,0,0,7,338.573404452,6000.0,0,1,5.0,2,0,2.0,5,0,0,0,1,0,7,34.0,0,14000.0,30000.0,7.0,0,70000,6.0,6.0,0
2814,0,3.0,0,4.0,0,2.0,1.0,1,3.0,1,6.0,1,1,0,0,0,1,6,760.7569946333333,6000.0,0,0,1.0,3,0,1.0,3,0,1,0,1,0,8,40.33333333,0,23333.33333,18000.0,3.0,0,70000,4.0,6.0,1
2815,0,2.0,0,6.0,0,0.0,0.0,1,5.0,1,6.0,2,0,2,0,0,1,7,567.600806509,2000.0,0,0,5.0,2,0,3.0,3,0,1,0,1,0,8,36.0,0,33333.33333,6000.0,2.0,0,100000,6.0,6.0,1
2818,0,1.0,0,3.0,0,3.0,0.0,1,7.0,1,5.0,1,0,0,1,0,1,7,1209.277890221,4400.0,0,0,5.0,1,0,2.0,1,0,0,0,0,1,5,69.0,0,19200.0,4400.0,5.0,0,19200,5.0,6.0,0
2819,0,1.0,0,6.0,0,2.0,0.0,1,5.0,1,6.0,2,1,3,0,0,2,7,453.34766583499993,27500.0,0,0,5.0,5,0,3.0,2,1,1,0,2,0,6,65.5,0,70000.0,55000.0,3.0,0,140000,6.0,6.0,1
2820,0,1.0,0,6.0,0,0.0,0.0,0,5.0,1,6.0,1,0,4,0,0,0,0,541.13189396,14400.0,0,0,6.0,1,0,1.0,2,0,1,0,1,0,11,29.5,0,45000.0,28800.0,4.0,0,90000,6.0,6.0,1
2824,0,3.0,0,2.0,0,0.0,0.0,1,2.0,1,6.0,1,0,2,0,0,2,7,519.008088615,27750.0,0,0,5.0,1,0,2.0,4,0,2,0,1,0,8,50.5,0,2500.0,111000.0,2.0,0,10000,2.0,6.0,0
2826,0,0.0,0,6.0,0,2.0,1.0,1,0.0,1,6.0,3,1,4,0,0,2,7,555.9107668825,20625.0,0,0,5.0,5,0,3.0,4,0,1,0,1,0,8,52.25,1,50000.0,82500.0,0.0,0,200000,6.0,6.0,1
2830,0,2.0,0,6.0,0,0.0,0.0,0,6.0,1,6.0,1,0,1,0,0,0,7,358.263994006,8560.0,0,1,6.0,6,0,0.0,5,0,1,0,1,0,7,31.6,0,5000.0,42800.0,6.0,0,25000,6.0,6.0,0
2831,1,3.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,1,4,0,0,0,2,1707.6998774666663,15186.66667,0,0,5.0,5,1,0.0,3,0,2,1,1,0,2,31.33333333,0,40000.0,45560.0,8.0,0,120000,6.0,6.0,1
2833,1,5.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,1,2,0,0,0,7,375.471833166,12000.0,0,1,5.0,1,0,1.0,5,0,1,0,1,0,7,35.0,0,30000.0,60000.0,8.0,0,150000,2.0,6.0,1
2834,0,3.0,1,5.0,0,0.0,0.0,0,3.0,1,6.0,1,1,3,0,0,0,7,880.80424571,17550.0,0,0,5.0,3,0,1.0,2,0,1,0,1,0,1,29.5,0,45000.0,35100.0,2.0,0,90000,5.0,6.0,1
2839,0,2.0,1,6.0,0,2.0,0.0,0,2.0,1,6.0,2,1,4,0,0,0,7,299.0777742635,25750.0,0,0,7.0,4,0,1.0,2,0,4,0,2,0,1,34.5,0,65000.0,51500.0,3.0,0,130000,6.0,6.0,1
2842,0,3.0,0,6.0,0,2.0,1.0,1,4.0,1,6.0,1,0,0,0,0,1,7,659.7839539,5675.0,0,0,1.0,3,0,2.0,4,0,0,0,0,0,8,51.25,0,10000.0,22700.0,3.0,0,40000,6.0,6.0,0
2845,1,3.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,2,0,4,0,0,0,7,658.1971787366666,16666.66667,0,0,7.0,2,0,2.0,3,0,1,0,1,0,9,42.33333333,0,33333.33333,50000.0,5.0,0,100000,6.0,6.0,1
2848,1,1.0,0,5.0,0,0.0,1.0,0,7.0,1,6.0,1,1,0,0,0,0,7,271.4595218557143,3414.285714,0,1,4.0,1,0,1.0,7,0,0,0,1,0,7,33.71428571,0,7142.857143,23900.0,6.0,0,50000,5.0,6.0,0
2849,0,4.0,0,3.0,1,0.0,0.0,1,8.0,1,6.0,1,1,2,0,0,1,7,582.9549024725001,12750.0,0,0,5.0,4,1,3.0,4,0,1,1,1,0,2,45.0,0,0.0,51000.0,5.0,0,0,6.0,6.0,0
2852,0,5.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,1,0,0,0,0,2,7,514.1087145824999,8000.0,0,0,3.0,1,0,1.0,4,0,1,0,0,0,8,42.75,0,15000.0,32000.0,6.0,0,60000,6.0,6.0,0
2854,0,5.0,0,4.0,0,3.0,0.0,1,8.0,1,6.0,1,1,1,0,0,3,7,289.8940074,2400.0,0,1,5.0,2,0,1.0,5,0,1,0,1,0,7,59.0,1,6000.0,12000.0,8.0,0,30000,5.0,6.0,0
2856,0,0.0,0,6.0,1,2.0,0.0,1,8.0,0,6.0,1,0,0,0,0,2,7,305.688047682,30000.0,0,1,6.0,1,0,3.0,5,0,0,1,1,0,7,40.2,0,40000.0,150000.0,8.0,0,200000,5.0,6.0,1
2857,0,2.0,0,3.0,0,1.0,0.0,1,5.0,0,3.0,1,0,1,0,0,1,7,964.156417115,15850.0,0,0,0.0,3,0,1.0,2,0,1,0,0,0,10,52.0,0,35000.0,31700.0,3.0,0,70000,3.0,6.0,1
2862,0,3.0,1,6.0,0,0.0,0.0,0,5.0,1,6.0,1,1,1,0,0,0,7,778.4062923099999,12100.0,0,0,6.0,1,0,1.0,2,0,0,0,1,0,1,34.5,0,15000.0,24200.0,3.0,0,30000,6.0,6.0,0
2864,0,3.0,0,4.0,1,2.0,1.0,0,3.0,1,6.0,1,0,1,0,0,0,6,774.3895363099999,14400.0,0,0,2.0,3,1,1.0,3,0,1,1,1,0,2,23.0,0,20000.0,43200.0,2.0,0,60000,4.0,6.0,0
