,NumVehicle_codes,TVtime_codes,IF_coupleA,Reno_WindowGlass_codes,IF_existChildren,WindowFrame_codes,GlassType_codes,IF_existElderly,SummerSunshine_codes,NumWaterHeater_list,Reno_OtherHeatInsu_codes,NumTV_list,gender_codes,NumAC_list,IF_single_elderly,IF_singleWithChildren,elderNumber,Weektime_list,percapita_HouseholdEmission,expenditure_percapita,IF_grandparentKids,IF_bigFamily,HouseAge_codes,NumCookingEquip_list,IF_coupleWithChildren,Cookingtime_codes,family_size,IF_couple_elderly,NumPC_list,childrenNumber,NumWashMach_list,IF_singleAE,demographicType,ages_mean,NumDryer_list,income_percapita,expenditure_list,WinterSunshine_codes,IF_singleA,income_list,Reno_WindowGap_codes,Reno_Wall_codes,cluster
219,0,4.0,1,6.0,0,0.0,1.0,0,0.0,1,6.0,1,0,1,0,0,0,7,787.605070685,11500.0,0,0,4.0,4,0,1.0,2,0,0,0,1,0,1,51.5,0,15000.0,23000.0,0.0,0,30000,6.0,6.0,0
220,0,2.0,0,5.0,0,0.0,0.0,0,2.0,1,5.0,1,1,1,0,0,0,7,331.8901454166666,12120.0,0,0,4.0,3,0,1.0,3,0,0,0,1,0,9,38.66666667,0,6666.666667,36360.0,3.0,0,20000,5.0,5.0,0
222,0,3.0,0,3.0,0,2.0,1.0,1,4.0,1,2.0,1,1,1,0,0,2,7,518.4998699733334,13333.33333,0,0,5.0,1,0,1.0,3,0,0,0,1,0,8,48.33333333,0,30000.0,40000.0,2.0,0,90000,2.0,2.0,1
223,0,2.0,0,4.0,0,2.0,0.0,1,6.0,1,4.0,1,1,1,0,0,2,7,601.3773941265,22500.0,0,0,5.0,4,0,2.0,2,1,0,0,1,0,6,56.0,0,50000.0,45000.0,4.0,0,100000,4.0,4.0,1
224,0,5.0,0,4.0,0,2.0,0.0,1,8.0,1,5.0,1,0,1,0,0,2,7,749.1151509315,14850.0,0,0,4.0,4,0,3.0,2,1,1,0,2,0,6,72.5,0,36000.0,29700.0,7.0,0,72000,4.0,5.0,1
225,0,5.0,0,6.0,0,1.0,1.0,1,2.0,1,6.0,1,1,2,0,0,2,7,546.6767507266667,11333.33333,0,0,4.0,4,0,4.0,3,0,0,0,1,0,8,51.66666667,0,10000.0,34000.0,2.0,0,30000,5.0,6.0,0
226,0,2.0,0,6.0,0,2.0,0.0,1,3.0,0,6.0,1,1,1,1,0,1,7,1231.19417,6100.0,0,0,6.0,1,0,1.0,1,0,0,0,0,1,5,72.0,0,9400.0,6100.0,2.0,0,9400,6.0,6.0,0
227,0,2.0,0,6.0,0,2.0,0.0,0,4.0,1,6.0,1,0,2,0,0,0,7,386.5666822243333,20000.0,0,0,5.0,3,0,3.0,3,0,2,0,1,0,9,36.33333333,0,16000.0,60000.0,3.0,0,48000,6.0,6.0,0
228,0,1.0,0,6.0,0,2.0,0.0,1,0.0,1,6.0,1,0,1,0,0,1,7,1443.8029743285,25000.0,0,0,3.0,2,0,3.0,2,0,0,0,1,0,10,40.5,0,35000.0,50000.0,0.0,0,70000,6.0,6.0,1
229,0,2.0,0,3.0,0,2.0,1.0,1,4.0,1,3.0,2,0,2,0,0,2,7,748.7414327424999,10000.0,0,0,5.0,3,0,1.0,2,1,0,0,1,0,6,72.0,0,45000.0,20000.0,2.0,0,90000,3.0,3.0,1
230,0,4.0,0,6.0,0,3.0,0.0,1,8.0,1,6.0,1,1,2,0,0,1,7,1094.5118907285,15000.0,0,0,4.0,5,0,5.0,2,0,1,0,1,0,10,66.5,0,30000.0,30000.0,5.0,0,60000,5.0,6.0,1
231,0,3.0,0,5.0,0,2.0,0.0,1,1.0,1,5.0,1,1,1,0,0,2,7,505.0482753,22800.0,0,0,6.0,2,0,1.0,2,1,0,0,1,0,6,65.5,0,21000.0,45600.0,2.0,0,42000,5.0,5.0,0
233,0,3.0,0,3.0,1,2.0,0.0,1,2.0,1,6.0,1,1,1,0,0,2,7,727.312247704,6000.0,0,1,1.0,3,0,4.0,5,0,1,1,1,0,7,45.8,0,6000.0,30000.0,2.0,0,30000,6.0,6.0,0
234,0,1.0,0,3.0,1,1.0,0.0,0,1.0,1,6.0,1,1,1,0,0,0,7,376.1826441399999,7133.333333,0,0,2.0,4,1,1.0,3,0,1,1,1,0,2,35.66666667,0,19200.0,21400.0,1.0,0,57600,6.0,6.0,0
236,1,2.0,0,6.0,0,2.0,1.0,0,5.0,0,6.0,1,0,2,0,0,0,7,589.999225789,13333.33333,0,0,5.0,3,0,0.0,3,0,2,0,1,0,9,36.66666667,0,48333.33333,40000.0,4.0,0,145000,6.0,6.0,1
237,0,3.0,0,6.0,1,0.0,1.0,1,2.0,1,6.0,1,0,1,0,0,1,7,515.7877925683999,15000.0,0,1,5.0,2,0,0.0,5,0,1,2,1,0,7,31.8,0,14400.0,75000.0,1.0,0,72000,6.0,6.0,0
238,0,4.0,0,4.0,0,2.0,0.0,1,2.0,1,6.0,1,1,1,0,0,1,7,424.8771479833333,10000.0,0,0,1.0,3,0,2.0,3,0,1,0,1,0,8,46.0,0,10000.0,30000.0,2.0,0,30000,6.0,6.0,0
240,0,4.0,0,5.0,0,2.0,0.0,1,4.0,1,4.0,1,1,2,0,0,2,7,594.96216515,11233.33333,0,0,3.0,3,0,1.0,3,0,2,0,1,0,8,45.0,0,20000.0,33700.0,6.0,0,60000,6.0,4.0,0
242,0,2.0,0,5.0,0,2.0,1.0,0,5.0,1,6.0,1,1,0,0,0,0,7,1707.0697067,20000.0,0,0,3.0,2,0,2.0,1,0,0,0,1,1,0,53.0,0,30000.0,20000.0,4.0,1,30000,5.0,6.0,1
244,1,2.0,0,6.0,1,2.0,0.0,0,5.0,1,6.0,1,0,1,0,0,0,7,948.6473701406668,15333.33333,0,0,5.0,7,1,1.0,3,0,1,1,1,0,2,23.66666667,0,33333.33333,46000.0,3.0,0,100000,6.0,6.0,1
245,0,2.0,0,6.0,0,2.0,0.0,1,2.0,1,6.0,1,1,1,0,0,2,7,1127.428314865,11750.0,0,0,5.0,2,0,4.0,2,1,1,0,1,0,6,60.5,0,30000.0,23500.0,2.0,0,60000,6.0,6.0,1
246,0,1.0,0,5.0,0,2.0,0.0,1,4.0,1,6.0,1,0,1,0,0,2,7,589.4277104450001,16500.0,0,0,1.0,4,0,1.0,2,1,3,0,1,0,6,59.0,0,36000.0,33000.0,4.0,0,72000,5.0,6.0,1
248,0,1.0,0,6.0,1,0.0,1.0,1,8.0,1,6.0,1,1,1,0,0,1,2,231.66668996725,1250.0,0,0,5.0,3,0,0.0,4,0,0,1,1,0,8,29.5,0,6000.0,5000.0,6.0,0,24000,6.0,6.0,0
249,0,2.0,0,6.0,1,2.0,0.0,1,5.0,0,6.0,1,1,1,0,0,1,7,226.5925552,12500.0,0,0,5.0,4,1,1.0,4,0,1,1,1,0,2,44.5,0,12500.0,50000.0,4.0,0,50000,6.0,6.0,0
250,0,4.0,0,6.0,0,3.0,0.0,1,3.0,1,6.0,1,0,1,0,0,2,7,912.18105872,13000.0,0,0,5.0,3,0,1.0,2,1,1,0,1,0,6,55.5,0,22800.0,26000.0,3.0,0,45600,6.0,6.0,1
252,0,2.0,1,6.0,0,2.0,0.0,0,6.0,1,6.0,1,0,1,0,0,0,7,766.7033375265,10000.0,0,0,6.0,5,0,2.0,2,0,0,0,1,0,1,52.5,0,25000.0,20000.0,5.0,0,50000,6.0,6.0,1
257,0,2.0,1,5.0,0,2.0,1.0,0,4.0,1,6.0,1,0,1,0,0,0,7,684.52464346,25000.0,0,0,3.0,4,0,2.0,2,0,1,0,1,0,1,50.0,0,30000.0,50000.0,3.0,0,60000,5.0,6.0,1
258,0,5.0,0,4.0,1,2.0,1.0,1,0.0,1,6.0,1,1,1,0,0,2,7,264.632443524,6000.0,0,1,5.0,3,0,0.0,5,0,0,1,1,0,7,36.8,0,10560.0,30000.0,1.0,0,52800,6.0,6.0,0
260,0,3.0,0,5.0,0,2.0,1.0,1,6.0,1,6.0,2,0,3,0,0,1,7,1400.6080252866668,16666.66667,0,0,3.0,4,0,4.0,3,0,2,0,1,0,8,55.33333333,0,45200.0,50000.0,4.0,0,135600,6.0,6.0,1
261,0,4.0,0,6.0,0,2.0,0.0,1,6.0,1,6.0,1,1,1,0,0,2,7,773.0568113100002,10000.0,0,0,6.0,5,0,2.0,2,1,0,0,1,0,6,63.5,0,30000.0,20000.0,5.0,0,60000,6.0,6.0,1
262,0,2.0,0,5.0,0,2.0,1.0,1,4.0,1,6.0,1,0,1,0,0,1,7,645.48789106,6450.0,0,0,4.0,3,0,1.0,2,1,0,0,1,0,6,54.0,0,36000.0,12900.0,3.0,0,72000,5.0,6.0,1
264,0,3.0,0,4.0,0,1.0,0.0,1,3.0,1,6.0,1,0,2,0,0,2,7,507.37825313,15000.0,0,0,0.0,4,0,3.0,4,0,1,0,1,0,8,50.0,0,25000.0,60000.0,0.0,0,100000,4.0,6.0,1
265,1,4.0,0,6.0,0,1.0,0.0,0,3.0,1,6.0,1,1,1,0,0,0,7,671.4229095966666,5333.333333,0,0,3.0,3,0,3.0,3,0,2,0,1,0,9,43.0,0,21666.66667,16000.0,3.0,0,65000,6.0,6.0,0
266,0,2.0,0,6.0,0,1.0,0.0,1,2.0,0,6.0,1,1,1,0,0,2,7,481.01026241,17500.0,0,0,0.0,2,0,2.0,2,1,1,0,1,0,6,56.5,0,25000.0,35000.0,2.0,0,50000,6.0,6.0,1
267,0,4.0,0,6.0,0,1.0,1.0,1,0.0,1,6.0,1,0,1,0,0,2,7,577.723465295,20000.0,0,0,1.0,4,0,2.0,2,1,0,0,1,0,6,76.5,0,30000.0,40000.0,0.0,0,60000,6.0,6.0,1
269,1,2.0,0,6.0,1,2.0,1.0,0,4.0,1,6.0,1,1,2,0,0,0,7,485.02258250333335,10000.0,0,0,5.0,5,1,1.0,3,0,1,1,1,0,2,30.66666667,0,26666.66667,30000.0,3.0,0,80000,6.0,6.0,1
270,0,1.0,0,5.0,0,2.0,0.0,1,0.0,1,6.0,1,0,2,0,0,2,7,998.26091905,12800.0,0,0,5.0,2,0,3.0,2,1,0,0,1,0,6,80.5,0,60000.0,25600.0,0.0,0,120000,5.0,6.0,1
272,0,3.0,0,6.0,1,2.0,1.0,1,1.0,1,6.0,1,1,1,0,0,1,7,736.5687920975,15000.0,0,0,2.0,3,1,4.0,4,0,0,1,1,0,2,42.25,0,21000.0,60000.0,4.0,0,84000,6.0,6.0,0
277,0,1.0,0,5.0,0,2.0,1.0,1,4.0,1,6.0,1,0,1,1,0,1,7,753.6690958319999,5900.0,0,0,4.0,5,0,1.0,1,0,1,0,1,1,5,62.0,0,24000.0,5900.0,3.0,0,24000,6.0,6.0,1
278,0,3.0,0,6.0,1,0.0,1.0,1,2.0,1,6.0,1,0,2,0,0,2,7,248.5020234566,9000.0,0,1,6.0,5,0,0.0,5,0,1,1,1,0,7,44.0,0,10400.0,45000.0,1.0,0,52000,6.0,6.0,0
279,0,3.0,0,3.0,0,0.0,1.0,1,4.0,1,4.0,1,1,1,0,0,2,7,608.3686977666667,16666.66667,0,0,6.0,2,0,1.0,3,0,0,0,1,0,8,51.0,0,33333.33333,50000.0,2.0,0,100000,4.0,4.0,1
280,1,2.0,1,6.0,0,0.0,1.0,0,4.0,1,6.0,1,0,1,0,0,0,7,1841.5914004195,20550.0,0,0,4.0,3,0,1.0,2,0,1,0,1,0,1,46.0,0,21000.0,41100.0,3.0,0,42000,6.0,6.0,0
281,0,3.0,0,6.0,1,4.0,1.0,1,2.0,1,6.0,1,0,1,0,0,2,7,250.865768894,7000.0,0,1,6.0,4,0,1.0,5,0,0,1,1,0,7,38.6,0,12720.0,35000.0,1.0,0,63600,6.0,6.0,0
282,0,2.0,0,6.0,0,0.0,1.0,1,2.0,1,6.0,1,1,0,0,0,2,7,708.6750865123332,8333.333333,0,0,5.0,3,0,1.0,3,0,0,0,1,0,8,44.66666667,0,6666.666667,25000.0,1.0,0,20000,6.0,6.0,0
283,1,1.0,0,3.0,1,0.0,1.0,0,5.0,1,3.0,1,1,1,0,0,0,7,421.0495125633333,26666.66667,0,0,6.0,1,1,1.0,3,0,1,1,1,0,2,34.0,0,50000.0,80000.0,3.0,0,150000,3.0,3.0,1
284,0,2.0,0,6.0,0,0.0,1.0,1,1.0,1,6.0,1,1,0,0,0,2,7,211.96968547833333,4166.666667,0,1,5.0,2,0,0.0,6,0,0,0,1,0,7,54.83333333,0,10000.0,25000.0,0.0,0,60000,6.0,6.0,0
285,1,3.0,0,6.0,0,0.0,1.0,0,2.0,1,6.0,1,0,1,0,0,0,7,698.326559641,18333.33333,0,0,5.0,4,0,0.0,3,0,1,0,1,0,9,42.0,0,33333.33333,55000.0,1.0,0,100000,6.0,6.0,1
286,0,5.0,0,4.0,1,0.0,0.0,0,7.0,0,6.0,1,0,0,0,0,0,7,87.66839887525,9625.0,0,0,2.0,1,1,2.0,4,0,1,2,1,0,2,25.25,0,12500.0,38500.0,6.0,0,50000,4.0,6.0,0
287,0,1.0,0,6.0,0,0.0,1.0,0,8.0,1,6.0,2,0,2,0,0,0,7,70.528469375,2805.0,0,0,7.0,1,0,3.0,4,0,1,0,2,0,9,37.25,0,9000.0,11220.0,7.0,0,36000,6.0,6.0,0
288,1,4.0,0,6.0,0,0.0,0.0,1,3.0,1,6.0,2,0,1,0,0,2,7,188.10890404000003,2000.0,0,1,6.0,2,0,3.0,5,0,1,0,1,0,7,45.4,0,4000.0,10000.0,3.0,0,20000,6.0,6.0,0
289,0,2.0,0,6.0,1,1.0,0.0,0,8.0,0,6.0,3,0,1,0,0,0,7,49.86474675,7325.0,0,0,5.0,1,1,2.0,4,0,1,2,2,0,2,25.25,0,11250.0,29300.0,6.0,0,45000,6.0,6.0,0
293,0,1.0,0,6.0,1,0.0,0.0,0,3.0,1,6.0,1,0,1,0,0,0,7,74.5766572595,1283.333333,0,1,6.0,2,0,2.0,6,0,1,2,1,0,7,25.0,0,5000.0,7700.0,2.0,0,30000,6.0,6.0,0
294,0,2.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,183.4284172333333,6266.666667,0,0,6.0,3,1,1.0,3,0,0,1,1,0,2,33.0,0,6666.666667,18800.0,6.0,0,20000,6.0,6.0,0
297,1,3.0,0,6.0,1,2.0,1.0,0,7.0,1,6.0,1,0,2,0,0,0,7,764.3633121966667,22666.66667,0,0,6.0,22,1,1.0,3,0,1,1,1,0,2,22.33333333,0,33333.33333,68000.0,6.0,0,100000,6.0,6.0,1
298,0,3.0,0,6.0,0,0.0,0.0,1,8.0,1,6.0,1,1,0,0,0,2,7,320.5733275,2175.0,0,0,3.0,3,0,2.0,2,1,1,0,1,0,6,69.5,0,4000.0,4350.0,6.0,0,8000,6.0,6.0,0
300,1,3.0,0,5.0,0,0.0,0.0,1,8.0,0,6.0,2,1,1,0,0,2,7,46.2029516425,3800.0,0,0,4.0,1,0,2.0,4,0,1,0,1,0,8,45.5,0,10000.0,15200.0,7.0,0,40000,5.0,6.0,0
302,0,2.0,0,6.0,1,1.0,0.0,1,8.0,0,6.0,2,0,0,0,0,1,7,34.81397556,3960.0,0,1,6.0,2,0,2.0,5,0,1,2,1,0,7,29.6,0,4000.0,19800.0,6.0,0,20000,6.0,6.0,0
303,1,2.0,0,6.0,0,2.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,2,1019.741162892,14500.0,0,0,6.0,6,0,1.0,3,0,1,0,1,0,9,37.66666667,0,33333.33333,43500.0,6.0,0,100000,6.0,6.0,1
304,1,0.0,0,6.0,0,1.0,0.0,1,8.0,1,6.0,1,0,0,0,0,1,7,299.41516216749994,3925.0,0,0,6.0,3,0,2.0,4,0,1,0,1,0,8,48.25,0,5000.0,15700.0,5.0,0,20000,6.0,6.0,0
305,0,1.0,0,5.0,0,0.0,0.0,0,6.0,0,5.0,1,0,0,0,0,0,7,58.155595355,3050.0,0,0,4.0,1,0,1.0,4,0,0,0,1,0,9,37.25,0,3750.0,12200.0,4.0,0,15000,6.0,6.0,0
306,1,0.0,0,6.0,1,2.0,0.0,0,6.0,1,6.0,1,0,1,0,0,0,7,759.5062008443333,4266.666667,0,0,6.0,4,1,1.0,3,0,1,1,1,0,2,24.66666667,0,21600.0,12800.0,5.0,0,64800,6.0,5.0,0
307,0,3.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,1,0,0,2,7,1085.6609965,10000.0,0,0,4.0,1,0,1.0,2,1,0,0,1,0,6,80.5,0,21744.0,20000.0,8.0,0,43488,6.0,6.0,0
310,0,4.0,0,4.0,0,0.0,0.0,1,0.0,2,6.0,2,1,1,0,0,2,7,373.190929915,5000.0,0,0,4.0,4,0,1.0,4,0,1,0,2,0,8,51.5,0,7500.0,20000.0,3.0,0,30000,6.0,6.0,0
311,0,3.0,0,4.0,0,2.0,0.0,1,5.0,1,6.0,1,1,0,0,0,2,7,148.090221179,3333.333333,0,0,4.0,4,0,1.0,3,0,1,0,1,0,8,46.66666667,0,10000.0,10000.0,5.0,0,30000,4.0,6.0,0
312,1,4.0,0,5.0,0,4.0,1.0,0,8.0,1,6.0,2,0,1,0,0,0,7,660.1839655666666,18733.33333,0,0,6.0,2,0,0.0,3,0,4,0,1,0,9,41.66666667,0,66666.66667,56200.0,2.0,0,200000,5.0,5.0,1
313,0,4.0,0,6.0,1,1.0,0.0,0,6.0,0,6.0,1,0,1,0,0,0,7,337.62342975,14375.0,0,0,6.0,1,1,2.0,4,0,0,2,1,0,2,27.25,0,2500.0,57500.0,3.0,0,10000,6.0,6.0,0
314,0,2.0,0,6.0,0,2.0,0.0,1,2.0,0,6.0,1,0,0,0,0,2,7,753.062276,4185.0,0,0,6.0,1,0,4.0,2,1,0,0,0,0,6,61.5,0,3160.0,8370.0,1.0,0,6320,6.0,6.0,0
315,0,1.0,0,3.0,1,2.0,1.0,0,8.0,1,6.0,1,1,1,0,0,0,7,713.0205182999999,4066.666667,0,0,6.0,1,1,1.0,3,0,0,1,1,0,2,33.66666667,0,13333.33333,12200.0,5.0,0,40000,3.0,6.0,0
317,0,3.0,0,6.0,0,1.0,0.0,1,3.0,0,6.0,1,0,0,0,0,2,7,127.505252875,2750.0,0,0,5.0,1,0,3.0,4,0,0,0,1,0,8,47.5,0,7500.0,11000.0,1.0,0,30000,6.0,6.0,0
321,0,2.0,0,6.0,0,1.0,0.0,0,6.0,1,6.0,1,1,1,0,0,0,7,190.3776407933333,7666.666667,0,0,4.0,6,0,1.0,3,0,1,0,1,0,9,35.0,0,33333.33333,23000.0,4.0,0,100000,6.0,6.0,1
323,0,1.0,0,6.0,1,1.0,0.0,0,8.0,1,6.0,1,0,1,0,1,0,0,21.3799439025,11050.0,0,0,5.0,2,0,1.0,2,0,1,1,1,0,3,21.0,0,18000.0,22100.0,6.0,0,36000,6.0,6.0,0
326,0,3.0,0,6.0,1,2.0,0.0,1,8.0,1,6.0,1,0,0,0,0,1,7,113.84534784366669,83.33333333,0,1,6.0,3,0,1.0,6,0,0,2,1,0,7,26.66666667,0,8333.333333,500.0,7.0,0,50000,6.0,6.0,0
331,1,3.0,0,6.0,1,0.0,1.0,0,3.0,1,6.0,1,0,3,0,0,0,4,1488.5978728480002,10333.33333,0,0,6.0,2,1,3.0,3,0,1,1,1,0,2,19.66666667,0,43333.33333,31000.0,3.0,0,130000,6.0,6.0,1
332,1,0.0,0,6.0,1,4.0,1.0,0,7.0,1,6.0,1,0,1,0,0,0,7,97.30861354,7500.0,0,0,6.0,1,1,2.0,4,0,1,2,1,0,2,18.5,0,15000.0,30000.0,6.0,0,60000,4.0,6.0,0
333,1,1.0,0,6.0,0,1.0,0.0,1,4.0,0,6.0,1,1,1,0,0,1,7,1906.124015,8500.0,0,0,5.0,1,0,2.0,2,1,0,0,0,0,6,52.5,0,4000.0,17000.0,4.0,0,8000,6.0,6.0,0
335,0,3.0,0,5.0,1,2.0,0.0,0,5.0,1,6.0,2,0,1,0,0,0,7,127.8651500555,10000.0,0,1,7.0,4,0,2.0,6,0,0,1,1,0,7,31.33333333,0,7500.0,60000.0,3.0,0,45000,5.0,6.0,0
341,1,0.0,1,6.0,0,0.0,1.0,0,6.0,1,6.0,1,0,1,0,0,0,7,150.3436529565,12500.0,0,0,6.0,1,0,2.0,2,0,1,0,1,0,1,28.0,0,20000.0,25000.0,4.0,0,40000,6.0,6.0,0
343,0,4.0,1,6.0,0,2.0,1.0,0,2.0,1,6.0,1,0,1,0,0,0,7,1008.31434364,5000.0,0,0,6.0,5,0,1.0,2,0,1,0,1,0,1,34.0,0,30000.0,10000.0,2.0,0,60000,6.0,6.0,1
344,0,3.0,0,6.0,0,1.0,0.0,1,7.0,1,6.0,1,1,0,0,0,2,7,165.64101545,1153.0,0,0,6.0,2,0,1.0,2,1,0,0,1,0,6,66.5,0,6330.0,2306.0,4.0,0,12660,6.0,6.0,0
345,0,2.0,0,5.0,0,0.0,0.0,1,7.0,1,3.0,1,0,0,0,0,1,7,306.64395913,20000.0,0,0,4.0,2,0,2.0,2,1,0,0,1,0,6,52.5,0,10000.0,40000.0,5.0,0,20000,5.0,5.0,0
347,0,2.0,0,6.0,1,2.0,1.0,1,5.0,1,6.0,1,1,1,0,0,2,7,755.0954900660001,2000.0,0,1,6.0,2,0,2.0,5,0,1,1,1,0,7,44.2,0,4000.0,10000.0,4.0,0,20000,6.0,6.0,0
348,0,5.0,0,6.0,0,1.0,0.0,1,5.0,1,6.0,1,0,1,0,0,2,7,239.31970035,18050.0,0,0,5.0,2,0,2.0,2,1,0,0,1,0,6,69.5,0,660.0,36100.0,2.0,0,1320,6.0,6.0,0
350,0,2.0,0,6.0,1,2.0,0.0,1,8.0,1,6.0,1,0,0,0,0,1,7,115.2325534044,4150.0,0,1,7.0,1,0,3.0,5,0,0,2,1,0,7,36.0,0,2000.0,20750.0,3.0,0,10000,6.0,6.0,0
351,0,3.0,0,5.0,1,0.0,0.0,0,6.0,1,5.0,1,1,0,0,1,0,7,93.93079485,12225.0,0,0,3.0,1,0,1.0,4,0,1,1,1,0,3,29.5,0,20000.0,48900.0,5.0,0,80000,5.0,5.0,0
355,1,4.0,0,5.0,1,4.0,0.0,0,8.0,1,1.0,2,1,1,0,0,0,7,1366.0936129326,10000.0,0,1,5.0,5,0,1.0,5,0,1,1,1,0,7,34.4,0,10000.0,50000.0,8.0,0,50000,5.0,2.0,0
356,0,4.0,0,6.0,0,1.0,0.0,1,8.0,1,4.0,1,0,1,0,0,1,7,114.49580305,1775.0,0,0,5.0,2,0,1.0,4,0,1,0,1,0,8,35.5,0,1000.0,7100.0,5.0,0,4000,4.0,6.0,0
357,1,1.0,0,6.0,1,2.0,1.0,0,5.0,1,6.0,1,1,1,0,0,0,7,1324.539066196667,3333.333333,0,0,6.0,2,1,2.0,3,0,1,1,1,0,2,18.0,0,26666.66667,10000.0,4.0,0,80000,6.0,6.0,1
359,0,3.0,1,6.0,0,1.0,0.0,0,8.0,0,6.0,2,0,1,0,0,0,7,125.6314059,5910.0,0,0,3.0,1,0,2.0,2,0,0,0,1,0,1,52.0,0,10000.0,11820.0,6.0,0,20000,6.0,6.0,0
360,0,3.0,0,6.0,1,1.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,7,527.1737779333333,4173.333333,0,0,5.0,2,1,4.0,3,0,1,1,1,0,2,33.66666667,0,3333.333333,12520.0,5.0,0,10000,6.0,6.0,0
362,1,0.0,0,6.0,1,2.0,3.0,0,8.0,1,6.0,1,1,2,0,0,0,7,1157.89837354875,7500.0,0,0,6.0,6,1,1.0,4,0,1,2,1,0,2,24.0,0,25000.0,30000.0,7.0,0,100000,5.0,6.0,1
363,1,2.0,0,6.0,1,2.0,1.0,0,7.0,1,6.0,1,0,1,0,0,0,7,1290.0046159426663,11666.66667,0,0,5.0,5,1,1.0,3,0,1,1,1,0,2,21.66666667,0,26666.66667,35000.0,6.0,0,80000,6.0,6.0,1
364,0,2.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,0,1,0,0,2,7,194.61112125,1000.0,0,0,5.0,3,0,2.0,2,1,0,0,1,0,6,64.5,0,7860.0,2000.0,6.0,0,15720,6.0,6.0,0
366,0,2.0,0,5.0,0,2.0,1.0,1,8.0,0,5.0,1,0,0,1,0,1,7,48.314448,1600.0,0,0,2.0,1,0,2.0,1,0,0,0,0,1,5,77.0,0,3600.0,1600.0,6.0,0,3600,5.0,5.0,0
367,1,2.0,0,6.0,1,2.0,1.0,0,6.0,1,6.0,1,0,1,0,0,0,7,789.8399605666667,4666.666667,0,0,6.0,2,1,2.0,3,0,1,1,1,0,2,33.0,0,26666.66667,14000.0,5.0,0,80000,6.0,6.0,1
368,1,3.0,0,6.0,0,1.0,0.0,1,5.0,0,6.0,1,1,1,0,0,2,7,609.93848115,4750.0,0,0,4.0,1,0,1.0,2,1,0,0,1,0,6,59.0,0,20000.0,9500.0,4.0,0,40000,6.0,6.0,0
369,1,4.0,0,6.0,1,0.0,1.0,0,8.0,2,6.0,2,1,3,0,0,0,7,1423.3642350599998,22400.0,0,1,6.0,2,0,2.0,5,0,1,1,1,0,7,30.8,0,20000.0,112000.0,7.0,0,100000,6.0,6.0,0
370,1,4.0,0,6.0,1,2.0,1.0,0,3.0,0,6.0,1,0,1,0,0,0,7,369.667276752,5200.0,0,1,6.0,5,0,1.0,5,0,1,1,1,0,7,31.2,0,6000.0,26000.0,1.0,0,30000,6.0,6.0,0
372,0,0.0,0,5.0,0,0.0,0.0,1,8.0,0,6.0,1,0,0,0,0,1,7,43.729049,10333.33333,0,0,4.0,1,0,2.0,3,0,0,0,0,0,8,41.66666667,0,0.0,31000.0,7.0,0,0,6.0,6.0,0
373,1,4.0,0,6.0,1,2.0,1.0,0,6.0,1,6.0,1,0,0,0,0,0,7,804.7291445043334,20000.0,0,0,6.0,3,1,2.0,3,0,1,1,1,0,2,32.66666667,0,23333.33333,60000.0,5.0,0,70000,6.0,6.0,1
374,0,0.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,0,1,0,0,2,7,50.10014403333334,6200.0,0,0,4.0,1,0,2.0,3,0,0,0,1,0,8,57.33333333,0,10000.0,18600.0,7.0,0,30000,6.0,6.0,0
375,0,0.0,0,6.0,1,1.0,0.0,0,8.0,1,6.0,1,0,1,0,0,0,7,129.48159778075,2500.0,0,0,5.0,2,1,0.0,4,0,1,1,1,0,2,34.75,0,17500.0,10000.0,8.0,0,70000,6.0,6.0,0
377,0,0.0,0,6.0,1,0.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,7,26.314512466000004,660.0,0,1,7.0,3,0,2.0,5,0,0,2,0,0,7,25.2,0,2000.0,3300.0,6.0,0,10000,6.0,6.0,0
378,0,0.0,0,6.0,0,1.0,0.0,1,7.0,1,6.0,1,0,1,0,0,2,7,112.51729125,5325.0,0,0,6.0,1,0,3.0,4,0,0,0,1,0,8,45.0,0,1250.0,21300.0,4.0,0,5000,6.0,6.0,0
380,1,1.0,0,5.0,1,1.0,0.0,0,6.0,1,6.0,2,0,1,0,0,0,7,203.681045525,8000.0,0,0,7.0,2,1,1.0,4,0,1,1,1,0,2,33.5,0,3750.0,32000.0,4.0,0,15000,5.0,5.0,0
381,1,0.0,0,6.0,1,2.0,1.0,0,6.0,1,6.0,1,1,2,0,0,0,7,893.4340537666667,20000.0,0,0,6.0,3,1,2.0,3,0,1,1,1,0,2,27.33333333,0,23333.33333,60000.0,5.0,0,70000,6.0,6.0,1
383,1,3.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,0,1,0,0,1,7,704.7348823025,11500.0,0,0,5.0,2,0,2.0,4,0,0,0,1,0,8,44.25,0,12500.0,46000.0,6.0,0,50000,6.0,6.0,0
